Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00       1/1           int (receiver::*&std::__get_helper<0ul, int (receiver::*)(), receiver>(std::_Tuple_impl<0ul, int (receiver::*)(), receiver>&))() [295]
[252]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::_M_head(std::_Tuple_impl<0ul, int (receiver::*)(), receiver>&) [252]
                0.00    0.00       1/1           std::_Head_base<0ul, int (receiver::*)(), false>::_M_head(std::_Head_base<0ul, int (receiver::*)(), false>&) [237]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<int (receiver::*)(), receiver>::tuple<int (receiver::*)(), receiver, true>(int (receiver::*&&)(), receiver&&) [270]
[253]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::_Tuple_impl<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&) [253]
                0.00    0.00       1/8           receiver&& std::forward<receiver>(std::remove_reference<receiver>::type&) [41]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, receiver>::_Tuple_impl<receiver>(receiver&&) [256]
                0.00    0.00       1/1           std::_Head_base<0ul, int (receiver::*)(), false>::_Head_base<int (receiver::*)()>(int (receiver::*&&)()) [238]
                0.00    0.00       1/7           int (receiver::*&&std::forward<int (receiver::*)()>(std::remove_reference<int (receiver::*)()>::type&))() [44]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<int (receiver::*)(), receiver>::~tuple() [271]
[254]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::~_Tuple_impl() [254]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, receiver>::~_Tuple_impl() [257]
-----------------------------------------------
                0.00    0.00       1/1           receiver& std::__get_helper<1ul, receiver>(std::_Tuple_impl<1ul, receiver>&) [296]
[255]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, receiver>::_M_head(std::_Tuple_impl<1ul, receiver>&) [255]
                0.00    0.00       1/1           std::_Head_base<1ul, receiver, false>::_M_head(std::_Head_base<1ul, receiver, false>&) [239]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::_Tuple_impl<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&) [253]
[256]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, receiver>::_Tuple_impl<receiver>(receiver&&) [256]
                0.00    0.00       1/8           receiver&& std::forward<receiver>(std::remove_reference<receiver>::type&) [41]
                0.00    0.00       1/1           std::_Head_base<1ul, receiver, false>::_Head_base<receiver>(receiver&&) [240]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::~_Tuple_impl() [254]
[257]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, receiver>::~_Tuple_impl() [257]
                0.00    0.00       1/1           std::_Head_base<1ul, receiver, false>::~_Head_base() [241]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<receiver*>(receiver*, receiver*) [306]
[258]    0.0    0.00    0.00       1         void std::_Destroy_aux<false>::__destroy<receiver*>(receiver*, receiver*) [258]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::_S_max_size(std::allocator<receiver> const&) [263]
[259]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<receiver> >::max_size(std::allocator<receiver> const&) [259]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<receiver>::max_size() const [225]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<receiver, std::allocator<receiver> >::_M_deallocate_map(receiver**, unsigned long) [248]
[260]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<receiver*> >::deallocate(std::allocator<receiver*>&, receiver**, unsigned long) [260]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<receiver*>::deallocate(receiver**, unsigned long) [219]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<receiver, std::allocator<receiver> >::_M_allocate_map(unsigned long) [244]
[261]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<receiver*> >::allocate(std::allocator<receiver*>&, unsigned long) [261]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<receiver*>::allocate(unsigned long, void const*) [220]
-----------------------------------------------
                0.00    0.00       1/1           donor::remove_donor_data() [209]
[262]    0.0    0.00    0.00       1         std::_List_const_iterator<donor>::_List_const_iterator(std::_List_iterator<donor> const&) [262]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::max_size() const [229]
[263]    0.0    0.00    0.00       1         std::deque<receiver, std::allocator<receiver> >::_S_max_size(std::allocator<receiver> const&) [263]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<receiver> >::max_size(std::allocator<receiver> const&) [259]
                0.00    0.00       1/1           unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [303]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::~deque() [328]
[264]    0.0    0.00    0.00       1         std::deque<receiver, std::allocator<receiver> >::_M_destroy_data(std::_Deque_iterator<receiver, receiver&, receiver*>, std::_Deque_iterator<receiver, receiver&, receiver*>, std::allocator<receiver> const&) [264]
                0.00    0.00       2/10          std::_Deque_iterator<receiver, receiver&, receiver*>::_Deque_iterator(std::_Deque_iterator<receiver, receiver&, receiver*> const&) [37]
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::_M_destroy_data_aux(std::_Deque_iterator<receiver, receiver&, receiver*>, std::_Deque_iterator<receiver, receiver&, receiver*>) [267]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::pop_front() [161]
[265]    0.0    0.00    0.00       1         std::deque<receiver, std::allocator<receiver> >::_M_pop_front_aux() [265]
                0.00    0.00       1/4           std::_Deque_base<receiver, std::allocator<receiver> >::_M_get_Tp_allocator() [73]
                0.00    0.00       1/2           void std::allocator_traits<std::allocator<receiver> >::destroy<receiver>(std::allocator<receiver>&, receiver*) [149]
                0.00    0.00       1/2           std::_Deque_base<receiver, std::allocator<receiver> >::_M_deallocate_node(receiver*) [137]
                0.00    0.00       1/5           std::_Deque_iterator<receiver, receiver&, receiver*>::_M_set_node(receiver**) [66]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::push_back(receiver const&) [162]
[266]    0.0    0.00    0.00       1         void std::deque<receiver, std::allocator<receiver> >::_M_push_back_aux<receiver const&>(receiver const&) [266]
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::size() const [228]
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::max_size() const [229]
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::_M_reserve_map_at_back(unsigned long) [268]
                0.00    0.00       1/2           std::_Deque_base<receiver, std::allocator<receiver> >::_M_allocate_node() [136]
                0.00    0.00       1/13          receiver const& std::forward<receiver const&>(std::remove_reference<receiver const&>::type&) [33]
                0.00    0.00       1/2           void std::allocator_traits<std::allocator<receiver> >::construct<receiver, receiver const&>(std::allocator<receiver>&, receiver*, receiver const&) [151]
                0.00    0.00       1/5           std::_Deque_iterator<receiver, receiver&, receiver*>::_M_set_node(receiver**) [66]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::_M_destroy_data(std::_Deque_iterator<receiver, receiver&, receiver*>, std::_Deque_iterator<receiver, receiver&, receiver*>, std::allocator<receiver> const&) [264]
[267]    0.0    0.00    0.00       1         std::deque<receiver, std::allocator<receiver> >::_M_destroy_data_aux(std::_Deque_iterator<receiver, receiver&, receiver*>, std::_Deque_iterator<receiver, receiver&, receiver*>) [267]
                0.00    0.00       1/4           std::_Deque_base<receiver, std::allocator<receiver> >::_M_get_Tp_allocator() [73]
                0.00    0.00       1/1           void std::_Destroy<receiver*, receiver>(receiver*, receiver*, std::allocator<receiver>&) [307]
-----------------------------------------------
                0.00    0.00       1/1           void std::deque<receiver, std::allocator<receiver> >::_M_push_back_aux<receiver const&>(receiver const&) [266]
[268]    0.0    0.00    0.00       1         std::deque<receiver, std::allocator<receiver> >::_M_reserve_map_at_back(unsigned long) [268]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [204]
[269]    0.0    0.00    0.00       1         std::deque<receiver, std::allocator<receiver> >::deque() [269]
                0.00    0.00       1/1           std::_Deque_base<receiver, std::allocator<receiver> >::_Deque_base() [250]
-----------------------------------------------
                0.00    0.00       1/1           std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::_State_impl<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [272]
[270]    0.0    0.00    0.00       1         std::tuple<int (receiver::*)(), receiver>::tuple<int (receiver::*)(), receiver, true>(int (receiver::*&&)(), receiver&&) [270]
                0.00    0.00       1/8           receiver&& std::forward<receiver>(std::remove_reference<receiver>::type&) [41]
                0.00    0.00       1/7           int (receiver::*&&std::forward<int (receiver::*)()>(std::remove_reference<int (receiver::*)()>::type&))() [44]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::_Tuple_impl<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&) [253]
-----------------------------------------------
                0.00    0.00       1/1           std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::~_Invoker() [276]
[271]    0.0    0.00    0.00       1         std::tuple<int (receiver::*)(), receiver>::~tuple() [271]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::~_Tuple_impl() [254]
-----------------------------------------------
                0.00    0.00       1/1           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >, int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [274]
[272]    0.0    0.00    0.00       1         std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::_State_impl<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [272]
                0.00    0.00       1/3           std::thread::_State::_State() [98]
                0.00    0.00       1/7           int (receiver::*&&std::forward<int (receiver::*)()>(std::remove_reference<int (receiver::*)()>::type&))() [44]
                0.00    0.00       1/8           receiver&& std::forward<receiver>(std::remove_reference<receiver>::type&) [41]
                0.00    0.00       1/1           std::tuple<int (receiver::*)(), receiver>::tuple<int (receiver::*)(), receiver, true>(int (receiver::*&&)(), receiver&&) [270]
-----------------------------------------------
                0.00    0.00       1/1           std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::~_State_impl() [330]
[273]    0.0    0.00    0.00       1         std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::~_State_impl() [273]
                0.00    0.00       1/1           std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::~_Invoker() [276]
-----------------------------------------------
                0.00    0.00       1/1           std::thread::thread<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&) [278]
[274]    0.0    0.00    0.00       1         std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >, int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [274]
                0.00    0.00       1/7           int (receiver::*&&std::forward<int (receiver::*)()>(std::remove_reference<int (receiver::*)()>::type&))() [44]
                0.00    0.00       1/8           receiver&& std::forward<receiver>(std::remove_reference<receiver>::type&) [41]
                0.00    0.00       1/1           std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::_State_impl<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [272]
                0.00    0.00       1/3           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::unique_ptr<std::default_delete<std::thread::_State>, void>(std::thread::_State*) [87]
-----------------------------------------------
                0.00    0.00       1/1           std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::operator()() [277]
[275]    0.0    0.00    0.00       1         int std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [275]
                0.00    0.00       2/2           std::remove_reference<std::tuple<int (receiver::*)(), receiver>&>::type&& std::move<std::tuple<int (receiver::*)(), receiver>&>(std::tuple<int (receiver::*)(), receiver>&) [193]
                0.00    0.00       1/1           std::tuple_element<1ul, std::tuple<int (receiver::*)(), receiver> >::type&& std::get<1ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&&) [300]
                0.00    0.00       1/1           std::tuple_element<0ul, std::tuple<int (receiver::*)(), receiver> >::type&& std::get<0ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&&) [298]
                0.00    0.00       1/1           std::__invoke_result<int (receiver::*)(), receiver>::type std::__invoke<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [309]
-----------------------------------------------
                0.00    0.00       1/1           std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::~_State_impl() [273]
[276]    0.0    0.00    0.00       1         std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::~_Invoker() [276]
                0.00    0.00       1/1           std::tuple<int (receiver::*)(), receiver>::~tuple() [271]
-----------------------------------------------
                0.00    0.00       1/1           std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> > >::_M_run() [329]
[277]    0.0    0.00    0.00       1         std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::operator()() [277]
                0.00    0.00       1/1           int std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [275]
-----------------------------------------------
                0.00    0.00       1/1           submenu() [205]
[278]    0.0    0.00    0.00       1         std::thread::thread<int (receiver::*)(), receiver, void>(int (receiver::*&&)(), receiver&&) [278]
                0.00    0.00       1/6           std::thread::id::id() [55]
                0.00    0.00       1/8           receiver&& std::forward<receiver>(std::remove_reference<receiver>::type&) [41]
                0.00    0.00       1/7           int (receiver::*&&std::forward<int (receiver::*)()>(std::remove_reference<int (receiver::*)()>::type&))() [44]
                0.00    0.00       1/1           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >, int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [274]
                0.00    0.00       1/3           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [88]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_base() [283]
[279]    0.0    0.00    0.00       1         std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_impl::_List_impl() [279]
                0.00    0.00       1/1           std::allocator<std::_List_node<donor> >::allocator() [233]
                0.00    0.00       1/2           std::__detail::_List_node_header::_List_node_header() [186]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::_List_base<donor, std::allocator<donor> >::~_List_base() [284]
[280]    0.0    0.00    0.00       1         std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_impl::~_List_impl() [280]
                0.00    0.00       1/1           std::allocator<std::_List_node<donor> >::~allocator() [234]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<donor, std::allocator<donor> >::_M_erase(std::_List_iterator<donor>) [292]
[281]    0.0    0.00    0.00       1         std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_dec_size(unsigned long) [281]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<donor, std::allocator<donor> >::clear() [290]
[282]    0.0    0.00    0.00       1         std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_init() [282]
                0.00    0.00       1/5           std::__detail::_List_node_header::_M_init() [68]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<donor, std::allocator<donor> >::list() [293]
[283]    0.0    0.00    0.00       1         std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_base() [283]
                0.00    0.00       1/1           std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_impl::_List_impl() [279]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<donor, std::allocator<donor> >::~list() [343]
[284]    0.0    0.00    0.00       1         std::__cxx11::_List_base<donor, std::allocator<donor> >::~_List_base() [284]
                0.00    0.00       1/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_clear() [173]
                0.00    0.00       1/1           std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_impl::~_List_impl() [280]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_base() [287]
[285]    0.0    0.00    0.00       1         std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_impl::_List_impl() [285]
                0.00    0.00       1/1           std::allocator<std::_List_node<receiver> >::allocator() [235]
                0.00    0.00       1/2           std::__detail::_List_node_header::_List_node_header() [186]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::~_List_base() [288]
[286]    0.0    0.00    0.00       1         std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_impl::~_List_impl() [286]
                0.00    0.00       1/1           std::allocator<std::_List_node<receiver> >::~allocator() [236]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<receiver, std::allocator<receiver> >::list() [294]
[287]    0.0    0.00    0.00       1         std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_base() [287]
                0.00    0.00       1/1           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_impl::_List_impl() [285]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<receiver, std::allocator<receiver> >::~list() [344]
[288]    0.0    0.00    0.00       1         std::__cxx11::_List_base<receiver, std::allocator<receiver> >::~_List_base() [288]
                0.00    0.00       1/3           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_clear() [100]
                0.00    0.00       1/1           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_impl::~_List_impl() [286]
-----------------------------------------------
                0.00    0.00       1/1           donor::five_highest_donor_report() [211]
[289]    0.0    0.00    0.00       1         void std::__cxx11::list<donor, std::allocator<donor> >::sort<std::greater<donor> >(std::greater<donor>) [289]
-----------------------------------------------
                0.00    0.00       1/1           list_to_donor_file() [200]
[290]    0.0    0.00    0.00       1         std::__cxx11::list<donor, std::allocator<donor> >::clear() [290]
                0.00    0.00       1/1           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_init() [282]
                0.00    0.00       1/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_clear() [173]
-----------------------------------------------
                0.00    0.00       1/1           donor::remove_donor_data() [209]
[291]    0.0    0.00    0.00       1         std::__cxx11::list<donor, std::allocator<donor> >::erase(std::_List_const_iterator<donor>) [291]
                0.00    0.00       1/36          std::_List_iterator<donor>::_List_iterator(std::__detail::_List_node_base*) [19]
                0.00    0.00       1/1           std::_List_const_iterator<donor>::_M_const_cast() const [227]
                0.00    0.00       1/1           std::__cxx11::list<donor, std::allocator<donor> >::_M_erase(std::_List_iterator<donor>) [292]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::list<donor, std::allocator<donor> >::erase(std::_List_const_iterator<donor>) [291]
[292]    0.0    0.00    0.00       1         std::__cxx11::list<donor, std::allocator<donor> >::_M_erase(std::_List_iterator<donor>) [292]
                0.00    0.00       1/1           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_dec_size(unsigned long) [281]
                0.00    0.00       1/4           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_get_Node_allocator() [75]
                0.00    0.00       1/40          std::_List_node<donor>::_M_valptr() [17]
                0.00    0.00       1/2           void std::allocator_traits<std::allocator<std::_List_node<donor> > >::destroy<donor>(std::allocator<std::_List_node<donor> >&, donor*) [153]
                0.00    0.00       1/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_put_node(std::_List_node<donor>*) [172]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [204]
[293]    0.0    0.00    0.00       1         std::__cxx11::list<donor, std::allocator<donor> >::list() [293]
                0.00    0.00       1/1           std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_base() [283]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [204]
[294]    0.0    0.00    0.00       1         std::__cxx11::list<receiver, std::allocator<receiver> >::list() [294]
                0.00    0.00       1/1           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_base() [287]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple_element<0ul, std::tuple<int (receiver::*)(), receiver> >::type& std::get<0ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&) [299]
[295]    0.0    0.00    0.00       1         int (receiver::*&std::__get_helper<0ul, int (receiver::*)(), receiver>(std::_Tuple_impl<0ul, int (receiver::*)(), receiver>&))() [295]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, int (receiver::*)(), receiver>::_M_head(std::_Tuple_impl<0ul, int (receiver::*)(), receiver>&) [252]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple_element<1ul, std::tuple<int (receiver::*)(), receiver> >::type& std::get<1ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&) [301]
[296]    0.0    0.00    0.00       1         receiver& std::__get_helper<1ul, receiver>(std::_Tuple_impl<1ul, receiver>&) [296]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, receiver>::_M_head(std::_Tuple_impl<1ul, receiver>&) [255]
-----------------------------------------------
                0.00    0.00       1/1           std::__invoke_result<int (receiver::*)(), receiver>::type std::__invoke<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [309]
[297]    0.0    0.00    0.00       1         int std::__invoke_impl<int, int (receiver::*)(), receiver>(std::__invoke_memfun_ref, int (receiver::*&&)(), receiver&&) [297]
                0.00    0.00       1/1           receiver&& std::__invfwd<receiver, receiver>(std::remove_reference<receiver>::type&) [308]
                0.00    0.00       1/1           receiver::carry_out_donation() [212]
-----------------------------------------------
                0.00    0.00       1/1           int std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [275]
[298]    0.0    0.00    0.00       1         std::tuple_element<0ul, std::tuple<int (receiver::*)(), receiver> >::type&& std::get<0ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&&) [298]
                0.00    0.00       1/1           int (receiver::*&&std::forward<int (receiver::*&&)()>(std::remove_reference<int (receiver::*&&)()>::type&))() [305]
                0.00    0.00       1/1           std::tuple_element<0ul, std::tuple<int (receiver::*)(), receiver> >::type& std::get<0ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&) [299]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple_element<0ul, std::tuple<int (receiver::*)(), receiver> >::type&& std::get<0ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&&) [298]
[299]    0.0    0.00    0.00       1         std::tuple_element<0ul, std::tuple<int (receiver::*)(), receiver> >::type& std::get<0ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&) [299]
                0.00    0.00       1/1           int (receiver::*&std::__get_helper<0ul, int (receiver::*)(), receiver>(std::_Tuple_impl<0ul, int (receiver::*)(), receiver>&))() [295]
-----------------------------------------------
                0.00    0.00       1/1           int std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [275]
[300]    0.0    0.00    0.00       1         std::tuple_element<1ul, std::tuple<int (receiver::*)(), receiver> >::type&& std::get<1ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&&) [300]
                0.00    0.00       1/1           std::tuple_element<1ul, std::tuple<int (receiver::*)(), receiver> >::type& std::get<1ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&) [301]
                0.00    0.00       1/1           receiver&& std::forward<receiver&&>(std::remove_reference<receiver&&>::type&) [304]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple_element<1ul, std::tuple<int (receiver::*)(), receiver> >::type&& std::get<1ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&&) [300]
[301]    0.0    0.00    0.00       1         std::tuple_element<1ul, std::tuple<int (receiver::*)(), receiver> >::type& std::get<1ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&) [301]
                0.00    0.00       1/1           receiver& std::__get_helper<1ul, receiver>(std::_Tuple_impl<1ul, receiver>&) [296]
-----------------------------------------------
                0.00    0.00       1/1           std::_Deque_base<receiver, std::allocator<receiver> >::_M_initialize_map(unsigned long) [249]
[302]    0.0    0.00    0.00       1         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [302]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::_S_max_size(std::allocator<receiver> const&) [263]
[303]    0.0    0.00    0.00       1         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [303]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple_element<1ul, std::tuple<int (receiver::*)(), receiver> >::type&& std::get<1ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&&) [300]
[304]    0.0    0.00    0.00       1         receiver&& std::forward<receiver&&>(std::remove_reference<receiver&&>::type&) [304]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple_element<0ul, std::tuple<int (receiver::*)(), receiver> >::type&& std::get<0ul, int (receiver::*)(), receiver>(std::tuple<int (receiver::*)(), receiver>&&) [298]
[305]    0.0    0.00    0.00       1         int (receiver::*&&std::forward<int (receiver::*&&)()>(std::remove_reference<int (receiver::*&&)()>::type&))() [305]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<receiver*, receiver>(receiver*, receiver*, std::allocator<receiver>&) [307]
[306]    0.0    0.00    0.00       1         void std::_Destroy<receiver*>(receiver*, receiver*) [306]
                0.00    0.00       1/1           void std::_Destroy_aux<false>::__destroy<receiver*>(receiver*, receiver*) [258]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::_M_destroy_data_aux(std::_Deque_iterator<receiver, receiver&, receiver*>, std::_Deque_iterator<receiver, receiver&, receiver*>) [267]
[307]    0.0    0.00    0.00       1         void std::_Destroy<receiver*, receiver>(receiver*, receiver*, std::allocator<receiver>&) [307]
                0.00    0.00       1/1           void std::_Destroy<receiver*>(receiver*, receiver*) [306]
-----------------------------------------------
                0.00    0.00       1/1           int std::__invoke_impl<int, int (receiver::*)(), receiver>(std::__invoke_memfun_ref, int (receiver::*&&)(), receiver&&) [297]
[308]    0.0    0.00    0.00       1         receiver&& std::__invfwd<receiver, receiver>(std::remove_reference<receiver>::type&) [308]
-----------------------------------------------
                0.00    0.00       1/1           int std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [275]
[309]    0.0    0.00    0.00       1         std::__invoke_result<int (receiver::*)(), receiver>::type std::__invoke<int (receiver::*)(), receiver>(int (receiver::*&&)(), receiver&&) [309]
                0.00    0.00       1/8           receiver&& std::forward<receiver>(std::remove_reference<receiver>::type&) [41]
                0.00    0.00       1/1           int std::__invoke_impl<int, int (receiver::*)(), receiver>(std::__invoke_memfun_ref, int (receiver::*&&)(), receiver&&) [297]
